City_Name,City_Code,Date,Cumulative_verified_cases,Cumulated_recovered,Cumulated_deaths,Cumulated_number_of_tests,Cumulated_number_of_diagnostic_tests
ביתר עילית,3780,2020-08-11,2105,1818,0,14550,12558
ביתר עילית,3780,2020-08-12,2121,1837,0,14645,12648
ביתר עילית,3780,2020-08-13,2138,1860,0,14714,12713
ביתר עילית,3780,2020-08-14,2157,1883,0,14797,12795
ביתר עילית,3780,2020-08-15,2159,1890,<15,14817,12814
ביתר עילית,3780,2020-08-16,2166,1925,<15,14882,12875
ביתר עילית,3780,2020-08-17,2174,1933,<15,14966,12951
ביתר עילית,3780,2020-08-18,2180,1945,<15,15047,13026
ביתר עילית,3780,2020-08-19,2185,1981,<15,15128,13101
ביתר עילית,3780,2020-08-20,2197,2000,<15,15269,13239
ביתר עילית,3780,2020-08-21,2202,2048,<15,15375,13343
ביתר עילית,3780,2020-08-22,2203,2060,<15,15489,13455
ביתר עילית,3780,2020-08-23,2211,2088,<15,15576,13540
ביתר עילית,3780,2020-08-24,2242,2105,<15,15753,13708
ביתר עילית,3780,2020-08-25,2275,2115,<15,15977,13925
ביתר עילית,3780,2020-08-26,2291,2141,<15,16159,14105
ביתר עילית,3780,2020-08-27,2314,2150,<15,16415,14354
ביתר עילית,3780,2020-08-28,2339,2153,<15,16557,14494
ביתר עילית,3780,2020-08-29,2340,2153,<15,16566,14502
ביתר עילית,3780,2020-08-30,2344,2165,<15,16612,14547
ביתר עילית,3780,2020-08-31,2376,2169,<15,16874,14803
ביתר עילית,3780,2020-09-01,2407,2178,<15,17012,14938
ביתר עילית,3780,2020-09-02,2452,2200,<15,17220,15135
ביתר עילית,3780,2020-09-03,2485,2233,<15,17416,15322
ביתר עילית,3780,2020-09-04,2526,2242,<15,17780,15680
ביתר עילית,3780,2020-09-05,2534,2244,<15,17976,15873
ביתר עילית,3780,2020-09-06,2576,2286,<15,18093,15988
ביתר עילית,3780,2020-09-07,2629,2301,<15,18866,16742
ביתר עילית,3780,2020-09-08,2662,2315,<15,19372,17237
ביתר עילית,3780,2020-09-09,2732,2331,<15,19962,17812
ביתר עילית,3780,2020-09-10,2778,2357,<15,20265,18106
ביתר עילית,3780,2020-09-11,2823,2384,<15,20532,18365
ביתר עילית,3780,2020-09-12,2845,2403,<15,20596,18428
ביתר עילית,3780,2020-09-13,2855,2438,<15,20662,18492
ביתר עילית,3780,2020-09-14,2899,2482,<15,20894,18720
ביתר עילית,3780,2020-09-15,2963,2507,<15,21199,19022
ביתר עילית,3780,2020-09-16,3049,2547,<15,21521,19337
ביתר עילית,3780,2020-09-17,3121,2599,<15,21872,19677
ביתר עילית,3780,2020-09-18,3216,2656,<15,22245,20042
ביתר עילית,3780,2020-09-19,3260,2670,<15,22413,20205
ביתר עילית,3780,2020-09-20,3263,2718,<15,22423,20215
ביתר עילית,3780,2020-09-21,3280,2764,<15,22472,20263
ביתר עילית,3780,2020-09-22,3426,2794,<15,22889,20667
ביתר עילית,3780,2020-09-23,3617,2833,<15,23441,21214
ביתר עילית,3780,2020-09-24,3806,2903,<15,24086,21852
ביתר עילית,3780,2020-09-25,4031,2970,<15,24704,22466
ביתר עילית,3780,2020-09-26,4159,3024,<15,25146,22906
ביתר עילית,3780,2020-09-27,4194,3089,<15,25313,23068
ביתר עילית,3780,2020-09-28,4197,3123,<15,25325,23079
ביתר עילית,3780,2020-09-29,4274,3168,<15,25591,23342
ביתר עילית,3780,2020-09-30,4492,3224,<15,26472,24215
ביתר עילית,3780,2020-10-01,4701,3315,<15,27127,24857
ביתר עילית,3780,2020-10-02,4873,3462,<15,27882,25605
ביתר עילית,3780,2020-10-03,4893,3575,<15,27961,25683
ביתר עילית,3780,2020-10-04,4942,3717,<15,28145,25865
ביתר עילית,3780,2020-10-05,5081,3889,<15,28660,26370
ביתר עילית,3780,2020-10-06,5206,4024,<15,29120,26815
ביתר עילית,3780,2020-10-07,5317,4117,<15,29661,27338
ביתר עילית,3780,2020-10-08,5381,4209,<15,30153,27797
ביתר עילית,3780,2020-10-09,5427,4377,<15,30404,28036
ביתר עילית,3780,2020-10-10,5435,4494,<15,30449,28081
ביתר עילית,3780,2020-10-11,5478,4663,<15,30639,28268
ביתר עילית,3780,2020-10-12,5535,4788,<15,31003,28627
ביתר עילית,3780,2020-10-13,5605,4883,<15,31321,28935
ביתר עילית,3780,2020-10-14,5641,5004,<15,31582,29189
ביתר עילית,3780,2020-10-15,5681,5114,<15,31871,29470
ביתר עילית,3780,2020-10-16,5725,5216,<15,32156,29741
ביתר עילית,3780,2020-10-17,5733,5277,<15,32221,29802
ביתר עילית,3780,2020-10-18,5744,5337,<15,32339,29911
ביתר עילית,3780,2020-10-19,5770,5368,<15,32668,30227
ביתר עילית,3780,2020-10-20,5793,5390,<15,32898,30450
ביתר עילית,3780,2020-10-21,5814,5465,<15,33297,30844
ביתר עילית,3780,2020-10-22,5822,5540,<15,33482,31021
ביתר עילית,3780,2020-10-23,5842,5591,<15,33629,31161
ביתר עילית,3780,2020-10-24,5849,5629,<15,33649,31179
ביתר עילית,3780,2020-10-25,5862,5702,<15,33793,31318
ביתר עילית,3780,2020-10-26,5874,5715,<15,34029,31546
ביתר עילית,3780,2020-10-27,5884,5719,<15,34162,31669
ביתר עילית,3780,2020-10-28,5896,5738,<15,34308,31807
ביתר עילית,3780,2020-10-29,5902,5758,<15,34433,31928
ביתר עילית,3780,2020-10-30,5905,5777,<15,34551,32037
ביתר עילית,3780,2020-10-31,5905,5796,<15,34568,32052
ביתר עילית,3780,2020-11-01,5907,5808,<15,34640,32122
ביתר עילית,3780,2020-11-02,5909,5828,<15,34873,32345
ביתר עילית,3780,2020-11-03,5909,5832,<15,35084,32539
ביתר עילית,3780,2020-11-04,5914,5850,<15,35253,32701
ביתר עילית,3780,2020-11-05,5915,5861,<15,35384,32827
ביתר עילית,3780,2020-11-06,5919,5869,<15,35520,32960
ביתר עילית,3780,2020-11-07,5919,5878,<15,35525,32965
ביתר עילית,3780,2020-11-08,5919,5882,<15,35553,32993
ביתר עילית,3780,2020-11-09,5929,5887,<15,35685,33123
ביתר עילית,3780,2020-11-10,5939,5887,<15,35833,33267
ביתר עילית,3780,2020-11-11,5947,5892,<15,35987,33415
ביתר עילית,3780,2020-11-12,5952,5892,<15,36110,33533
ביתר עילית,3780,2020-11-13,5955,5895,<15,36235,33651
ביתר עילית,3780,2020-11-14,5956,5899,<15,36245,33661
ביתר עילית,3780,2020-11-15,5958,5904,<15,36298,33712
ביתר עילית,3780,2020-11-16,5961,5907,<15,36433,33841
ביתר עילית,3780,2020-11-17,5965,5907,<15,36647,34043
ביתר עילית,3780,2020-11-18,5971,5912,<15,36777,34167
ביתר עילית,3780,2020-11-19,5977,5920,<15,36906,34292
ביתר עילית,3780,2020-11-20,5980,5930,<15,36989,34374
ביתר עילית,3780,2020-11-21,5980,5937,<15,37008,34393
ביתר עילית,3780,2020-11-22,5982,5942,<15,37081,34463
ביתר עילית,3780,2020-11-23,5988,5945,<15,37187,34566
ביתר עילית,3780,2020-11-24,5991,5945,<15,37282,34659
ביתר עילית,3780,2020-11-25,5997,5952,<15,37407,34781
ביתר עילית,3780,2020-11-26,6003,5956,<15,37580,34949
ביתר עילית,3780,2020-11-27,6005,5961,<15,37688,35053
ביתר עילית,3780,2020-11-28,6005,5962,<15,37705,35070
ביתר עילית,3780,2020-11-29,6007,5969,<15,37761,35125
ביתר עילית,3780,2020-11-30,6012,5972,<15,37921,35280
ביתר עילית,3780,2020-12-01,6016,5974,<15,38028,35385
ביתר עילית,3780,2020-12-02,6021,5977,<15,38148,35503
ביתר עילית,3780,2020-12-03,6024,5981,<15,38283,35635
ביתר עילית,3780,2020-12-04,6026,5985,<15,38437,35778
ביתר עילית,3780,2020-12-05,6026,5994,<15,38455,35796
ביתר עילית,3780,2020-12-06,6027,5995,<15,38489,35828
ביתר עילית,3780,2020-12-07,6033,5997,<15,38664,36001
ביתר עילית,3780,2020-12-08,6036,5998,<15,38777,36112
ביתר עילית,3780,2020-12-09,6039,6003,<15,38909,36241
ביתר עילית,3780,2020-12-10,6041,6006,<15,39024,36354
ביתר עילית,3780,2020-12-11,6047,6012,<15,39176,36501
ביתר עילית,3780,2020-12-12,6047,6013,<15,39197,36522
ביתר עילית,3780,2020-12-13,6053,6017,<15,39264,36588
ביתר עילית,3780,2020-12-14,6057,6019,<15,39391,36713
ביתר עילית,3780,2020-12-15,6064,6020,<15,39474,36795
בני ברק,6100,2020-03-11,0,0,0,<15,<15
בני ברק,6100,2020-03-12,0,0,0,<15,<15
בני ברק,6100,2020-03-13,0,0,0,<15,<15
בני ברק,6100,2020-03-14,0,0,0,17,17
בני ברק,6100,2020-03-15,0,0,0,25,25
בני ברק,6100,2020-03-16,0,0,0,31,31
בני ברק,6100,2020-03-17,<15,0,0,43,43
בני ברק,6100,2020-03-18,<15,0,0,64,63
בני ברק,6100,2020-03-19,<15,0,0,86,84
בני ברק,6100,2020-03-20,22,0,0,125,122
בני ברק,6100,2020-03-21,32,0,0,159,156
בני ברק,6100,2020-03-22,44,0,0,192,188
בני ברק,6100,2020-03-23,72,0,0,276,271
בני ברק,6100,2020-03-24,106,0,0,385,376
בני ברק,6100,2020-03-25,158,0,0,558,548
בני ברק,6100,2020-03-26,258,0,<15,781,769
בני ברק,6100,2020-03-27,307,0,<15,939,924
בני ברק,6100,2020-03-28,410,0,<15,1186,1159
בני ברק,6100,2020-03-29,490,0,<15,1396,1353
בני ברק,6100,2020-03-30,610,<15,<15,1772,1716
בני ברק,6100,2020-03-31,787,<15,<15,2256,2186
בני ברק,6100,2020-04-01,957,<15,<15,2833,2733
בני ברק,6100,2020-04-02,1119,<15,<15,3375,3227
בני ברק,6100,2020-04-03,1275,<15,<15,3976,3790
בני ברק,6100,2020-04-04,1341,17,<15,4360,4136
בני ברק,6100,2020-04-05,1470,22,<15,5089,4830
בני ברק,6100,2020-04-06,1633,26,<15,5803,5474
בני ברק,6100,2020-04-07,1736,33,<15,6334,5908
בני ברק,6100,2020-04-08,1811,49,<15,6859,6304
בני ברק,6100,2020-04-09,1882,60,<15,7323,6664
בני ברק,6100,2020-04-10,1924,71,<15,7693,6903
בני ברק,6100,2020-04-11,1965,83,<15,8091,7175
בני ברק,6100,2020-04-12,2053,119,<15,8915,7696
בני ברק,6100,2020-04-13,2131,148,<15,9604,8146
בני ברק,6100,2020-04-14,2190,182,<15,10260,8590
בני ברק,6100,2020-04-15,2247,214,<15,10930,8920
בני ברק,6100,2020-04-16,2298,258,<15,11562,9293
בני ברק,6100,2020-04-17,2378,336,<15,12643,9924
בני ברק,6100,2020-04-18,2441,414,<15,13634,10500
בני ברק,6100,2020-04-19,2476,508,<15,14505,10997
בני ברק,6100,2020-04-20,2556,608,16,15841,11794
בני ברק,6100,2020-04-21,2602,715,18,16889,12379
בני ברק,6100,2020-04-22,2637,805,19,17758,12969
בני ברק,6100,2020-04-23,2682,881,19,18703,13548
בני ברק,6100,2020-04-24,2719,975,19,19845,14184
בני ברק,6100,2020-04-25,2757,1044,20,20753,14724
בני ברק,6100,2020-04-26,2767,1125,20,21405,15166
בני ברק,6100,2020-04-27,2783,1250,22,22316,15574
בני ברק,6100,2020-04-28,2801,1374,25,23291,16206
בני ברק,6100,2020-04-29,2806,1432,27,23883,16535
בני ברק,6100,2020-04-30,2820,1491,29,24419,16863
בני ברק,6100,2020-05-01,2835,1591,31,25217,17338
בני ברק,6100,2020-05-02,2839,1630,33,25530,17509
בני ברק,6100,2020-05-03,2843,1697,33,25910,17802
בני ברק,6100,2020-05-04,2848,1776,33,26616,18217
בני ברק,6100,2020-05-05,2853,1823,33,27187,18573
בני ברק,6100,2020-05-06,2860,1870,34,27775,18968
בני ברק,6100,2020-05-07,2877,1924,34,28577,19528
בני ברק,6100,2020-05-08,2878,1969,35,29045,19836
בני ברק,6100,2020-05-09,2879,1986,35,29262,19977
בני ברק,6100,2020-05-10,2881,2042,36,29646,20264
בני ברק,6100,2020-05-11,2888,2108,37,30395,20694
בני ברק,6100,2020-05-12,2894,2166,37,30804,20961
בני ברק,6100,2020-05-13,2895,2202,37,31160,21219
בני ברק,6100,2020-05-14,2899,2262,37,31610,21507
בני ברק,6100,2020-05-15,2899,2284,37,31925,21733
בני ברק,6100,2020-05-16,2900,2308,39,32109,21874
בני ברק,6100,2020-05-17,2900,2336,39,32376,22080
בני ברק,6100,2020-05-18,2901,2399,41,32954,22480
בני ברק,6100,2020-05-19,2901,2428,42,33217,22668
בני ברק,6100,2020-05-20,2902,2448,42,33485,22892
בני ברק,6100,2020-05-21,2902,2483,42,33765,23053
בני ברק,6100,2020-05-22,2904,2523,42,33927,23166
בני ברק,6100,2020-05-23,2904,2530,42,33981,23204
בני ברק,6100,2020-05-24,2904,2541,43,34149,23328
בני ברק,6100,2020-05-25,2904,2565,44,34405,23514
בני ברק,6100,2020-05-26,2908,2577,44,34734,23800
בני ברק,6100,2020-05-27,2910,2586,44,34979,24010
בני ברק,6100,2020-05-28,2913,2604,44,35125,24120
בני ברק,6100,2020-05-29,2914,2610,44,35160,24149
בני ברק,6100,2020-05-30,2915,2615,44,35173,24162
בני ברק,6100,2020-05-31,2915,2620,44,35299,24272
בני ברק,6100,2020-06-01,2921,2634,45,35589,24525
בני ברק,6100,2020-06-02,2927,2642,46,35896,24812
בני ברק,6100,2020-06-03,2933,2644,46,36146,25051
בני ברק,6100,2020-06-04,2938,2650,46,36478,25364
בני ברק,6100,2020-06-05,2946,2656,47,36982,25847
בני ברק,6100,2020-06-06,2948,2662,47,37305,26157
בני ברק,6100,2020-06-07,2955,2669,47,37729,26568
בני ברק,6100,2020-06-08,2968,2671,47,38114,26938
בני ברק,6100,2020-06-09,2981,2677,47,38771,27575
בני ברק,6100,2020-06-10,3000,2680,47,39485,28274
בני ברק,6100,2020-06-11,3019,2684,47,40087,28865
בני ברק,6100,2020-06-12,3033,2687,47,40848,29610
בני ברק,6100,2020-06-13,3039,2690,47,41108,29866
בני ברק,6100,2020-06-14,3046,2691,47,41446,30184
בני ברק,6100,2020-06-15,3064,2719,47,42132,30836
בני ברק,6100,2020-06-16,3082,2727,47,42620,31310
בני ברק,6100,2020-06-17,3105,2729,47,43152,31828
בני ברק,6100,2020-06-18,3132,2736,47,43696,32332
בני ברק,6100,2020-06-19,3164,2739,47,44339,32960
בני ברק,6100,2020-06-20,3182,2741,47,44612,33220
בני ברק,6100,2020-06-21,3188,2747,47,44761,33361
בני ברק,6100,2020-06-22,3219,2750,47,45276,33837
בני ברק,6100,2020-06-23,3255,2756,47,45995,34509
בני ברק,6100,2020-06-24,3293,2762,47,46700,35174
בני ברק,6100,2020-06-25,3343,2765,47,47374,35792
בני ברק,6100,2020-06-26,3385,2773,47,48126,36514
בני ברק,6100,2020-06-27,3410,2781,47,48391,36745
בני ברק,6100,2020-06-28,3442,2799,47,48735,37056
בני ברק,6100,2020-06-29,3515,2813,47,49503,37771
בני ברק,6100,2020-06-30,3566,2823,47,50249,38469
בני ברק,6100,2020-07-01,3624,2825,47,50841,39016
בני ברק,6100,2020-07-02,3734,2839,47,51814,39914
בני ברק,6100,2020-07-03,3801,2851,47,52594,40662
בני ברק,6100,2020-07-04,3861,2859,47,53302,41306
בני ברק,6100,2020-07-05,3894,2870,47,53933,41892
בני ברק,6100,2020-07-06,3990,2889,47,54805,42668
בני ברק,6100,2020-07-07,4102,2896,48,55824,43595
בני ברק,6100,2020-07-08,4168,2922,48,56705,44422
בני ברק,6100,2020-07-09,4249,2937,48,57485,45141
בני ברק,6100,2020-07-10,4342,2951,48,58232,45825
בני ברק,6100,2020-07-11,4450,2965,48,59086,46596
בני ברק,6100,2020-07-12,4523,2994,49,59675,47092
בני ברק,6100,2020-07-13,4674,3022,50,60606,47890
בני ברק,6100,2020-07-14,4815,3051,51,61670,48807
בני ברק,6100,2020-07-15,4936,3086,51,62710,49623
בני ברק,6100,2020-07-16,5108,3136,51,63843,50542
בני ברק,6100,2020-07-17,5242,3181,51,64680,51244
בני ברק,6100,2020-07-18,5367,3216,51,65493,51905
בני ברק,6100,2020-07-19,5432,3262,53,66003,52291
בני ברק,6100,2020-07-20,5654,3316,54,67360,53334
בני ברק,6100,2020-07-21,5780,3353,55,68295,54053
בני ברק,6100,2020-07-22,6007,3616,55,69524,55042
בני ברק,6100,2020-07-23,6196,4136,55,70735,56028
בני ברק,6100,2020-07-24,6376,4281,55,71675,56886
בני ברק,6100,2020-07-25,6478,4321,55,72192,57380
בני ברק,6100,2020-07-26,6548,4556,56,72550,57720
בני ברק,6100,2020-07-27,6725,4719,56,73595,58714
בני ברק,6100,2020-07-28,6959,4877,56,74507,59587
בני ברק,6100,2020-07-29,7138,4983,56,75447,60494
בני ברק,6100,2020-07-30,7245,5098,57,76219,61204
בני ברק,6100,2020-07-31,7329,5235,60,76675,61635
בני ברק,6100,2020-08-01,7382,5302,60,77028,61964
בני ברק,6100,2020-08-02,7449,5620,61,77415,62335
בני ברק,6100,2020-08-03,7634,5826,61,78556,63418
בני ברק,6100,2020-08-04,7792,6001,61,79243,64051
בני ברק,6100,2020-08-05,7935,6105,61,79982,64757
בני ברק,6100,2020-08-06,8031,6268,61,80807,65537
בני ברק,6100,2020-08-07,8171,6431,62,81456,66147
בני ברק,6100,2020-08-08,8193,6486,62,81596,66260
בני ברק,6100,2020-08-09,8261,6703,62,81975,66596
בני ברק,6100,2020-08-10,8412,6854,63,82662,67230
בני ברק,6100,2020-08-11,8522,6949,65,83257,67791
בני ברק,6100,2020-08-12,8611,7073,65,83689,68185
בני ברק,6100,2020-08-13,8743,7197,67,84442,68883
בני ברק,6100,2020-08-14,8821,7311,67,85015,69413
בני ברק,6100,2020-08-15,8834,7356,68,85117,69503
בני ברק,6100,2020-08-16,8897,7615,69,85413,69776
בני ברק,6100,2020-08-17,9002,7720,69,86187,70498
בני ברק,6100,2020-08-18,9084,7814,69,86760,71037
בני ברק,6100,2020-08-19,9191,7928,69,87480,71725
בני ברק,6100,2020-08-20,9265,8030,69,88440,72636
בני ברק,6100,2020-08-21,9325,8112,70,89125,73288
בני ברק,6100,2020-08-22,9331,8172,70,89580,73717
בני ברק,6100,2020-08-23,9371,8331,70,89902,74019
בני ברק,6100,2020-08-24,9475,8423,72,90998,75062
בני ברק,6100,2020-08-25,9591,8467,72,92001,76011
בני ברק,6100,2020-08-26,9669,8585,73,92653,76631
בני ברק,6100,2020-08-27,9783,8660,73,93473,77410
בני ברק,6100,2020-08-28,9875,8759,73,94013,77919
בני ברק,6100,2020-08-29,9887,8823,73,94113,78007
בני ברק,6100,2020-08-30,9954,8964,73,94495,78367
בני ברק,6100,2020-08-31,10076,9016,73,96032,79829
בני ברק,6100,2020-09-01,10212,9046,73,96807,80571
בני ברק,6100,2020-09-02,10462,9120,73,98173,81873
בני ברק,6100,2020-09-03,10594,9220,73,98951,82623
בני ברק,6100,2020-09-04,10780,9297,73,100293,83911
בני ברק,6100,2020-09-05,10838,9363,73,100646,84248
בני ברק,6100,2020-09-06,10978,9477,74,101206,84788
בני ברק,6100,2020-09-07,11167,9548,74,102893,86410
בני ברק,6100,2020-09-08,11411,9618,74,105461,88886
בני ברק,6100,2020-09-09,11680,9703,74,107337,90691
בני ברק,6100,2020-09-10,11996,9785,74,109632,92914
בני ברק,6100,2020-09-11,12263,9903,74,111316,94548
בני ברק,6100,2020-09-12,12385,9981,75,112002,95219
בני ברק,6100,2020-09-13,12544,10159,75,112821,96000
בני ברק,6100,2020-09-14,12895,10308,75,114701,97816
בני ברק,6100,2020-09-15,13234,10442,75,116505,99568
בני ברק,6100,2020-09-16,13526,10660,75,118553,101573
בני ברק,6100,2020-09-17,13856,10899,75,120491,103467
בני ברק,6100,2020-09-18,14075,11120,76,121635,104566
בני ברק,6100,2020-09-19,14233,11172,76,122599,105486
בני ברק,6100,2020-09-20,14260,11266,76,122753,105630
בני ברק,6100,2020-09-21,14440,11520,76,123512,106368
בני ברק,6100,2020-09-22,14875,11746,78,125235,108030
בני ברק,6100,2020-09-23,15369,12061,79,127046,109793
בני ברק,6100,2020-09-24,15984,12333,79,129372,112062
בני ברק,6100,2020-09-25,16688,12700,80,131883,114519
בני ברק,6100,2020-09-26,17048,12829,80,133165,115769
בני ברק,6100,2020-09-27,17254,13131,81,133857,116430
בני ברק,6100,2020-09-28,17295,13260,81,134023,116590
בני ברק,6100,2020-09-29,17803,13577,84,135847,118370
בני ברק,6100,2020-09-30,18982,13842,85,140197,122621
בני ברק,6100,2020-10-01,19872,14131,86,143800,126125
בני ברק,6100,2020-10-02,20532,14561,88,146541,128800
בני ברק,6100,2020-10-03,20677,14833,88,147050,129283
בני ברק,6100,2020-10-04,20966,15346,88,148167,130358
בני ברק,6100,2020-10-05,21750,15884,88,151068,133174
בני ברק,6100,2020-10-06,22226,16378,90,153065,135111
בני ברק,6100,2020-10-07,22744,16773,93,155464,137426
בני ברק,6100,2020-10-08,23128,17163,95,157627,139513
בני ברק,6100,2020-10-09,23422,17740,98,158996,140825
בני ברק,6100,2020-10-10,23496,18242,102,159290,141096
בני ברק,6100,2020-10-11,23702,19004,104,160458,142194
בני ברק,6100,2020-10-12,24107,19609,107,162798,144411
בני ברק,6100,2020-10-13,24344,20208,110,164568,146045
בני ברק,6100,2020-10-14,24545,20895,115,166038,147402
בני ברק,6100,2020-10-15,24670,21472,116,167227,148519
בני ברק,6100,2020-10-16,24773,21903,118,168209,149424
בני ברק,6100,2020-10-17,24784,22215,122,168405,149594
בני ברק,6100,2020-10-18,24884,22754,123,169482,150621
בני ברק,6100,2020-10-19,24988,22933,127,170805,151879
בני ברק,6100,2020-10-20,25089,23068,129,172576,153585
בני ברק,6100,2020-10-21,25152,23524,131,174204,155122
בני ברק,6100,2020-10-22,25193,23816,132,175157,156000
בני ברק,6100,2020-10-23,25227,24020,135,175818,156604
בני ברק,6100,2020-10-24,25229,24163,135,175904,156679
בני ברק,6100,2020-10-25,25262,24362,136,176700,157414
בני ברק,6100,2020-10-26,25286,24426,136,177613,158248
בני ברק,6100,2020-10-27,25320,24475,136,178359,158933
בני ברק,6100,2020-10-28,25350,24616,136,179025,159545
בני ברק,6100,2020-10-29,25381,24733,137,179842,160293
בני ברק,6100,2020-10-30,25402,24797,138,180336,160758
בני ברק,6100,2020-10-31,25407,24829,139,180397,160816
בני ברק,6100,2020-11-01,25431,24902,139,181199,161570
בני ברק,6100,2020-11-02,25451,24932,139,181950,162241
בני ברק,6100,2020-11-03,25472,24946,139,182813,163020
בני ברק,6100,2020-11-04,25480,24989,139,183468,163625
בני ברק,6100,2020-11-05,25499,25017,139,184084,164211
בני ברק,6100,2020-11-06,25518,25051,140,184532,164626
בני ברק,6100,2020-11-07,25519,25074,140,184579,164667
בני ברק,6100,2020-11-08,25541,25099,141,185240,165297
בני ברק,6100,2020-11-09,25553,25142,142,185901,165918
בני ברק,6100,2020-11-10,25576,25157,142,186500,166461
בני ברק,6100,2020-11-11,25591,25196,142,187084,167013
בני ברק,6100,2020-11-12,25603,25229,142,187743,167640
בני ברק,6100,2020-11-13,25625,25242,142,188424,168304
בני ברק,6100,2020-11-14,25625,25253,143,188509,168387
בני ברק,6100,2020-11-15,25636,25281,143,188987,168846
בני ברק,6100,2020-11-16,25664,25294,143,189869,169689
בני ברק,6100,2020-11-17,25683,25312,143,190452,170247
בני ברק,6100,2020-11-18,25706,25334,143,191041,170816
בני ברק,6100,2020-11-19,25719,25347,143,191780,171518
בני ברק,6100,2020-11-20,25726,25364,143,192167,171875
בני ברק,6100,2020-11-21,25726,25378,143,192283,171986
בני ברק,6100,2020-11-22,25744,25395,143,192856,172535
בני ברק,6100,2020-11-23,25758,25403,143,193408,173050
בני ברק,6100,2020-11-24,25773,25407,143,193956,173571
בני ברק,6100,2020-11-25,25789,25441,143,194537,174126
בני ברק,6100,2020-11-26,25798,25463,143,195118,174662
בני ברק,6100,2020-11-27,25805,25472,143,195476,175003
בני ברק,6100,2020-11-28,25807,25490,144,195536,175062
בני ברק,6100,2020-11-29,25818,25503,144,196062,175547
בני ברק,6100,2020-11-30,25831,25506,144,196574,176030
בני ברק,6100,2020-12-01,25841,25519,145,197031,176457
בני ברק,6100,2020-12-02,25858,25538,145,197658,177053
בני ברק,6100,2020-12-03,25886,25573,145,198323,177678
בני ברק,6100,2020-12-04,25903,25580,145,198842,178163
בני ברק,6100,2020-12-05,25910,25588,145,198979,178294
בני ברק,6100,2020-12-06,25930,25613,145,199525,178822
בני ברק,6100,2020-12-07,25949,25622,145,200130,179396
בני ברק,6100,2020-12-08,25965,25628,145,200722,179962
בני ברק,6100,2020-12-09,25987,25642,145,201295,180507
בני ברק,6100,2020-12-10,26014,25657,145,201961,181158
בני ברק,6100,2020-12-11,26047,25673,145,202627,181789
בני ברק,6100,2020-12-12,26051,25693,145,202978,182114
בני ברק,6100,2020-12-13,26089,25725,146,203513,182630
בני ברק,6100,2020-12-14,26163,25744,146,204426,183485
בני ברק,6100,2020-12-15,26198,25755,146,204815,183861
"בני עי""ש",1066,2020-03-11,0,0,0,<15,<15
"בני עי""ש",1066,2020-03-12,0,0,0,<15,<15
"בני עי""ש",1066,2020-03-13,0,0,0,<15,<15
"בני עי""ש",1066,2020-03-14,0,0,0,<15,<15
"בני עי""ש",1066,2020-03-15,0,0,0,<15,<15
"בני עי""ש",1066,2020-03-16,0,0,0,<15,<15
"בני עי""ש",1066,2020-03-17,0,0,0,<15,<15
"בני עי""ש",1066,2020-03-18,0,0,0,<15,<15
"בני עי""ש",1066,2020-03-19,0,0,0,<15,<15
"בני עי""ש",1066,2020-03-20,0,0,0,<15,<15
"בני עי""ש",1066,2020-03-21,0,0,0,<15,<15
"בני עי""ש",1066,2020-03-22,0,0,0,16,16
"בני עי""ש",1066,2020-03-23,<15,0,0,19,19
"בני עי""ש",1066,2020-03-24,<15,0,0,21,21
"בני עי""ש",1066,2020-03-25,<15,0,0,25,25
"בני עי""ש",1066,2020-03-26,<15,0,0,30,30
"בני עי""ש",1066,2020-03-27,<15,0,0,38,38
"בני עי""ש",1066,2020-03-28,<15,0,0,40,40
"בני עי""ש",1066,2020-03-29,<15,0,0,43,43
"בני עי""ש",1066,2020-03-30,<15,0,0,44,44
"בני עי""ש",1066,2020-03-31,<15,0,0,50,50
"בני עי""ש",1066,2020-04-01,<15,0,0,59,58
"בני עי""ש",1066,2020-04-02,<15,0,0,62,61
"בני עי""ש",1066,2020-04-03,<15,0,0,71,69
"בני עי""ש",1066,2020-04-04,<15,0,0,75,73
"בני עי""ש",1066,2020-04-05,<15,0,0,86,84
"בני עי""ש",1066,2020-04-06,<15,0,0,91,88
"בני עי""ש",1066,2020-04-07,<15,0,0,95,90
"בני עי""ש",1066,2020-04-08,<15,<15,0,100,94
"בני עי""ש",1066,2020-04-09,<15,<15,0,102,96
"בני עי""ש",1066,2020-04-10,<15,<15,0,108,102
"בני עי""ש",1066,2020-04-11,<15,<15,0,112,106
"בני עי""ש",1066,2020-04-12,<15,<15,0,117,111
"בני עי""ש",1066,2020-04-13,<15,<15,0,122,114
"בני עי""ש",1066,2020-04-14,<15,<15,0,129,121
"בני עי""ש",1066,2020-04-15,<15,<15,0,133,125
"בני עי""ש",1066,2020-04-16,<15,<15,0,145,135
"בני עי""ש",1066,2020-04-17,<15,<15,0,151,141
"בני עי""ש",1066,2020-04-18,<15,<15,0,164,154
"בני עי""ש",1066,2020-04-19,<15,<15,0,392,382
"בני עי""ש",1066,2020-04-20,<15,<15,0,397,386
"בני עי""ש",1066,2020-04-21,<15,<15,0,404,393
"בני עי""ש",1066,2020-04-22,<15,<15,0,413,402
"בני עי""ש",1066,2020-04-23,<15,<15,0,424,413
"בני עי""ש",1066,2020-04-24,<15,<15,0,435,423
